"generated_at","topic_id","id.dataset","title.dataset","description.dataset","tags.dataset","created_at.dataset","last_modified.dataset","archived.dataset"
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","5af120e5a3a7295e54c41a13","Pratiques culturelles des français - Evolution 1973-2008","Tableaux thématiques comparant les résultats statistiques des cinq enquêtes ""Pratiques culturelles des français"".

****

Ces tableaux sont issus de l'analyse rétrospective des résultats des cinq enquêtes Pratiques culturelles des français : 1973, 1981, 1988, 1997, 2008.

[Pour en savoir plus sur les enquêtes](http://www.pratiquesculturelles.culture.gouv.fr/) ""Pratiques culturelles des français"" réalisées par le ministère de la Culture et de la Communication.","culture;deps-doc;ministeredelaculture","2018-05-08T06:00:37.941000+00:00","2025-11-05T16:22:57.991000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","5af120e7b595087cfabcde82","Fréquentation des Musées de France","Fréquentation totale, payante et gratuite dans les Musées de France de 2001 à 2022.

2001 : Les musées n'avaient pas encore l'appellation. Ils avaient le statut de musée classé ou contrôlé.  
2002 : Loi musée de janvier 2002. Les musées nationaux et les musées classés sont devenus automatiquement des musées de France.  
2003 : Les musées contrôlés sont devenus des musées de France - Février 2003

La colonne ""Note"": signale : ""F"" : le musée est fermé ; ""NC"" : la fréquentation n'a pas été communiquée ; ""R"" : retrait de l'appellation ""Musées de France"".

**_Attention_** : Certains sites communiquent une fréquentation cumulée pour l’ensemble des musées du site. La colonne « Observations » contient les références des musées dont la fréquentation est cumulée (cf. colonne « Réf du musée »). 

**A partir de 2019, l'identifiant (ID MUSEOFILE) de la[base Muséofile](https://data.culture.gouv.fr/explore/dataset/musees-de-france-base-museofile) a été ajouté**.  


[Pour en savoir plus](https://www.culture.gouv.fr/Thematiques/Etudes-et-statistiques/Publications) sur la fréquentation des patrimoines.","culture;deps-doc;frequentation;ministeredelaculture;musees","2018-05-08T06:00:38.918000+00:00","2026-05-18T17:19:37.792000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","61777ddaa9101d073e5506cd","Base des lieux et équipements culturels (Basilic)","Cette base géocodée des sites, lieux et équipements culturels est conçue et administrée par le département des études, de la prospective, des statistiques et de la documentation du ministère de la Culture. Elle alimente notamment la [base permanente des équipements](https://www.insee.fr/fr/metadonnees/source/serie/s1161) de l’Insee et l'[Atlas Culture des territoires](https://atlasculture.fr/).

Elle est réalisée par agrégation de différentes sources : bases de la direction générale des patrimoines et de l’architecture, de la direction générale de la création artistique, de la direction générale des médias et des industries culturelles, de la délégation générale à la transmission, aux territoires et à la démocratie culturelle, du Centre national du cinéma et de l'image animée, du Centre national du livre, du Centre national des arts du cirque, de la rue et du théâtre (Artcena), de la Médiathèque du patrimoine et de la photographie. 

Elle porte sur le champ de la France entière.

Une liste détaillée des types de structure recensées dans la colonne « Label et appellation » est téléchargeable ci-dessous (voir Pièces jointes).

Malgré le travail de vérification, de nettoyage et de certification des bases, il peut subsister, compte tenu du nombre d'entrées, quelques erreurs (doublons ou erreurs d'adressage) et oublis. N'hésitez pas à nous les signaler en écrivant à : atlasculture@culture.gouv.fr.","culture;deps-doc;ministeredelaculture","2021-10-26T06:02:34.755000+00:00","2026-02-18T08:43:43.303000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","62cf95993d99f22480f49334","Liste des festivals en France","Sont considérés comme festivals les événements qui répondent aux critères suivants :   
\- avoir eu lieu en 2019  
\- avoir connu au moins deux éditions en 2019  
\- se dérouler sur plus d’une journée  
\- compter au moins 5 spectacles, représentations, concerts ou projections  
Le choix a été fait de retenir l’année 2019 qui devient, dans le champ culturel, l’année-repère ante pandémie.

Source : Cartographie nationale, Ministère de la Culture, Deps-doc / France festivals / Cepel, 2022

NB : en l'absence d'adresse postale, le festival est géolocalisé par rapport au centroïde de la commune.","arts-plastiques;cinema;culture;deps-doc;festival;livre-lecture;ministeredelaculture;musique;spectacle-vivant","2022-07-14T06:03:37.681000+00:00","2025-11-05T16:22:52.952000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","62da21021d3f7025e69ef260","Dépenses culturelles des communes","**Dépenses culturelles des communes de 3 500 habitants** : dépenses culturelles de fonctionnement, dépenses culturelles d'investissement, en milliers d'euros, en euros par habitant et en pourcentage des dépenses totales pour chaque commune.

NB : les dépenses de fonctionnement sont destinées au fonctionnement courant de la collectivité, de ses services et des activités culturelles qu'elle finance ; les dépenses d'investissement comprennent des opérations qui modifient la consistance ou la valeur du patrimoine de la collectivité (constructions, gros aménagements, travaux d'infrastructure, achats de biens ""durables"", etc.).

Libellés des valeurs du champ ""Nature\_EPCI"" : CA (communauté d’agglomération) ; CC (communauté de communes) ; CU (communauté urbaine) ; ME (métropole) ; EPT (établissement public territorial). \
Depenses\_F : dépenses  de fonctionnement ; Depenses\_I : dépenses d'investissement.

**Source** : comptes de gestion 2023 des communes, Direction générale des finances publiques, ministère chargé de l’Économie, traitement Deps-Doc, ministère de la Culture, 2025

","budget-culturel;collectivite-locale;collectivites-territoriales;culture;culture-communale;depenses;depenses-fonctionnement;depenses-investissement;deps-doc;ministeredelaculture","2022-07-22T06:01:06.469000+00:00","2026-04-16T15:33:08.420000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","633518ec6b559831b7eacfa4","Dépenses du ministère de la Culture par département","Dépenses du ministère de la Culture par département en 2019. Ces dépenses ne comprennent pas les dépenses de personnel. 

Source : département de l'analyse budgétaire et de la synthèse, traitement Deps-Doc, ministère de la Culture, 2022","culture;deps-doc;ministeredelaculture","2022-09-29T06:02:52.495000+00:00","2025-11-05T16:22:47.176000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","633518ec7d88ad6fb4eacfa4","Dépenses culturelles des régions par secteur","**Dépenses culturelles des régions par secteur en 2019 et en 2020** , en milliers d’euros et en euros par habitant, pour chaque collectivité régional (y compris Collectivité territoriale unique de Guyane, Martinique et Collectivité de Corse). 

Source : comptes de gestion 2019 des régions, Direction générale des finances publiques, ministère chargé de l’Économie, traitement Deps-Doc, ministère de la Culture, 2023","culture;deps-doc;ministeredelaculture","2022-09-29T06:02:52.330000+00:00","2025-11-05T16:22:50.566000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","633518ecb5deca30cdeacfa4","Dépenses du ministère de la Culture en région","Dépenses du ministère de la Culture par région en 2019. 

Source : département de l'analyse budgétaire et de la synthèse, service des ressources humaines, traitement Deps-Doc, ministère de la Culture, 2022","culture;deps-doc;ministeredelaculture","2022-09-29T06:02:52.486000+00:00","2025-11-05T16:22:49.152000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","633669cd02685f4c8beacfa5","Contrats départementaux lecture","Liste des départements ayant contractualisé un contrat territoire-lecture avec l’État au 31.12.2021.","culture;deps-doc;ministeredelaculture","2022-09-30T06:00:13.727000+00:00","2025-11-05T16:22:45.946000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","633bafd4a3f5260a3ceacfa6","Plan de relance : projets soutenus par le ministère de la Culture","Données au 17 décembre 2021.","culture;deps-doc;ministeredelaculture","2022-10-04T06:00:20.542000+00:00","2025-11-05T16:22:44.693000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6340f6052cbb8188ebeacfa4","Dépenses culturelles des départements par secteur","**Dépenses culturelles 2019 et 2020 des départements par secteur,** en milliers d'euros et en euros par habitant, pour chaque collectivité départementale (y compris Mayotte). 

Source : comptes de gestion 2019 des départements, Direction générale des finances publiques, ministère chargé de l'Economie, traitement Deps-Doc, ministère de la Culture, 2022","culture;deps-doc;ministeredelaculture","2022-10-08T06:01:09.566000+00:00","2025-11-05T16:22:43.409000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6340f606a6550b8bf4eacfa4","Dépenses culturelles des départements","**Dépenses culturelles 2023 des départements** : dépenses culturelles de fonctionnement et d'investissement, en euros et en euros par habitant (y compris Mayotte).\
NB : les dépenses de fonctionnement sont destinées au fonctionnement courant de la collectivité, de ses services et des activités culturelles qu'elle finance ; les dépenses d'investissement comprennent des opérations qui modifient la consistance ou la valeur du patrimoine de la collectivité (constructions, gros aménagements, travaux d'infrastructure, achats de biens ""durables"", etc.).

Source : comptes de gestion 2023 des départements, Direction générale des finances publiques, ministère chargé de l'Economie, traitement Deps-Doc, ministère de la Culture, 2025

","budget;collectivite;culture;deps-doc;ministeredelaculture;politique-culturelle;subvention","2022-10-08T06:01:10.485000+00:00","2026-04-16T15:33:09.252000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6340f606d04658a4a4eacfa4","Dépenses culturelles des intercommunalités par secteur","**Dépenses culturelles 2019 et 2020 des établissements publics de coopération intercommunale (EPCI) comptant au moins une commune de 3 500 habitants ou plus, par secteur** : en pourcentage des dépenses culturelles totales, pour chaque EPCI (y compris Métropole de Lyon). 

Source : comptes de gestion 2019 des départements, Direction générale des finances publiques, ministère chargé de l'Economie, traitement Deps-Doc, ministère de la Culture, 2023","culture;deps-doc;ministeredelaculture","2022-10-08T06:01:10.487000+00:00","2025-11-05T16:22:40.527000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6340f607b1c7e116b5eacfa4","Dépenses culturelles des intercommunalités","**Dépenses culturelles des établissements publics de coopération intercommunale (EPCI)** comptant au moins une commune de 3 500 habitants ou plus : dépenses culturelles de fonctionnement et d'investissement, en euros et en euros par habitant pour chaque EPCI (y compris Métropole de Lyon).\
NB : les dépenses de fonctionnement sont destinées au fonctionnement courant de la collectivité, de ses services et des activités culturelles qu'elle finance ; les dépenses d'investissement comprennent des opérations qui modifient la consistance ou la valeur du patrimoine de la collectivité (constructions, gros aménagements, travaux d'infrastructure, achats de biens ""durables"", etc.).

Source : comptes de gestion 2023 des EPCI, Direction générale des finances publiques, ministère chargé de l'Economie, traitement Deps-Doc, ministère de la Culture, 2025
","budget-culturel;culture;depenses-fonctionnement;depenses-investissement;deps-doc;intercommunalite;ministeredelaculture;politique-culturelle","2022-10-08T06:01:11.369000+00:00","2026-04-16T15:33:08.698000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6350c885ecad6abcaa90f68f","JO 2024 : EPCI labellisés Terres de jeux 2024","Établissements publics de coopération intercommunale labellisés Terres de jeux 2024.

Le label Terre de Jeux 2024 permet à toutes les collectivités territoriales et aux acteurs du mouvement sportif, qui partagent la conviction que le sport peut changer les vies, de se fédérer autour d'un projet commun.","culture;deps-doc;ministeredelaculture","2022-10-20T06:03:17.037000+00:00","2025-11-05T16:22:37.531000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6350c886dbe7e0f35f90f68e","Entreprises : évolution du chiffre d'affaires 2020 des librairies","Mesure de l'évolution du chiffre d'affaires des entreprises monorégionales de librairie (code Naf 47.61Z), pérennes entre 2018 et 2020\. À l'échelle métropolitaine, hors Corse, l'évolution a été de -7,1 %.","culture;deps-doc;ministeredelaculture","2022-10-20T06:03:18.700000+00:00","2025-11-05T16:22:36.304000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6350c887210de3789f90f68e","Entreprises : évolution du chiffre d'affaires 2020 du spectacle vivant","Mesure de l'écart de chiffre d'affaires réalisé en 2019 et en 2020 par les entreprises monorégionales de spectacle vivant, ayant leur siège dans la région où elles exercent leur activité, et pérennes entre 2018 et 2020.  
À l'échelle de la France métropolitaine, hors Corse, l'écart mesuré est de -60 %.","culture;deps-doc;ministeredelaculture","2022-10-20T06:03:19.240000+00:00","2025-11-05T16:22:33.830000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6350c887cec32b14bc90f68e","JO 2024 : régions labellisées Terres de jeux 2024","Le label Terre de Jeux 2024 permet à toutes les collectivités territoriales et aux acteurs du mouvement sportif, qui partagent la conviction que le sport peut changer les vies, de se fédérer autour d'un projet commun. Les collectivités labellisées peuvent proposer des projets dans le cadre de l'olympiade culturelle en 2024.  
  
Source  
terredejeux.paris2024.org","culture;deps-doc;ministeredelaculture","2022-10-20T06:03:19.111000+00:00","2025-11-05T16:22:35.166000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6350c887d95d644f9c487174","JO 2024 : communes labellisées Terres de jeux 2024","Liste des communes labellisées Terres de jeux 2024.  
  
Le label Terre de Jeux 2024 permet à toutes les collectivités territoriales et aux acteurs du mouvement sportif, qui partagent la conviction que le sport peut changer les vies, de se fédérer autour d'un projet commun.","culture;deps-doc;ministeredelaculture","2022-10-20T06:03:19.314000+00:00","2025-11-05T16:22:32.578000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6350c887ecad6abcaa90f690","Entreprises : évolution du chiffres d'affaires 2020 des salles de cinémas","Mesure de l'écart de chiffre d'affaires en 2020 par rapport à 2019 réalisé par les entreprises monorégionales de projection cinématographique (code Naf 59.14Z), ayant leur siège dans la région où elles exercent leur activité et pérennes entre 2018 et 2020. À l'échelle de la France métropolitaine, hors Corse, l'écart est de -65 %.","culture;deps-doc;ministeredelaculture","2022-10-20T06:03:19.591000+00:00","2025-11-05T16:22:31.320000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6358b1057280fb6a2a90f68e","Emploi : Actifs des secteurs culturels par région","Part des actifs des secteurs culturels dans l'ensemble des actifs de la région.

La population concernée rassemble les actifs en emploi, qu'ils soient salariés ou indépendants. Au sein de la nomenclature d'activités française de l'Insee, sont considérés comme culturels les secteurs suivants :  
\- architecture  
\- arts visuels  
\- audiovisuel, multimédia  
\- éducation, formation  
\- livre et presse  
\- patrimoine  
\- publicité  
\- spectacle vivant

Données 2017","culture;deps-doc;ministeredelaculture","2022-10-26T06:01:09.390000+00:00","2025-11-05T16:22:30.068000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","6358b1077649e63c98487174","Entreprises : Nombre d'établissements culturels actifs par région","Désigne la part des entreprises culturelles au sein de l'ensemble des entreprises employeuses du secteur marchand de la région.","culture;deps-doc;ministeredelaculture","2022-10-26T06:01:10.990000+00:00","2025-11-05T16:22:28.853000+00:00",""
"2026-05-25T08:18:54.051696+00:00","univers-culture-deps","635a0251ae37fbcc1290f691","Emploi : Professions culturelles par département","Part des actifs exerçant une profession culturelle dans l’ensemble des actifs du département.

La population concernée rassemble les actifs en emploi, qu'ils soient salariés ou indépendants. 

Au sein de la nomenclature des professions et des catégories socioprofessionnelles de l'Insee, sont retenues comme professions culturelles :  
\- architectes  
\- cadres et techniciens de l'archivage, de la conservation et de la documentation  
\- professions des arts visuels et des métiers d'art  
\- professions du spectacle  
\- professions littéraires  
\- professeurs d'art (hors établissements scolaires)

Données 2017","culture;deps-doc;ministeredelaculture","2022-10-27T06:00:17.896000+00:00","2025-11-05T16:22:23.805000+00:00",""
