"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
"53698e6ba3a729239d203468";"Activités d'accueil des tournages et filmographies dans les monuments nationaux";"activites-d-accueil-des-tournages-et-filmographies-dans-les-monuments-nationaux-576180";"";"https://www.data.gouv.fr/datasets/activites-d-accueil-des-tournages-et-filmographies-dans-les-monuments-nationaux-576180";"Centre des monuments nationaux ";"534fff5ea3a7292c64a77d40";"";"";"Activités d'accueil des tournages et filmographies récentes dans les monuments nationaux";"";"annual";"Licence Ouverte / Open Licence";"";"";"other";"France";"False";"2013-10-20T15:08:37.261000";"2016-08-04T17:06:08.419000";"culture,film,monuments";"False";"1";"1";"xml";"";"";"";"";"";"0.56";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"3081";"96"
"536990bea3a729239d203aa3";"Classement des monuments nationaux par catégorie";"classement-des-monuments-nationaux-par-categorie-576182";"";"https://www.data.gouv.fr/datasets/classement-des-monuments-nationaux-par-categorie-576182";"Centre des monuments nationaux ";"534fff5ea3a7292c64a77d40";"";"";"Classement des monuments nationaux par catégorie";"";"annual";"Licence Ouverte / Open Licence";"";"";"other";"France";"False";"2013-10-20T15:01:42.530000";"2016-08-04T17:06:24.208000";"culture,monuments";"False";"1";"1";"xml";"";"";"";"";"";"0.56";"2";"2";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"6710";"117"
"536995d3a3a729239d20481e";"Fréquentation des monuments nationaux";"frequentation-des-monuments-nationaux-576170";"";"https://www.data.gouv.fr/datasets/frequentation-des-monuments-nationaux-576170";"Centre des monuments nationaux ";"534fff5ea3a7292c64a77d40";"";"";"Fréquentation annuelle des monuments du Centre des monuments nationaux ";"";"annual";"Licence Ouverte / Open Licence";"2018-01-01";"2021-12-31";"other";"France";"False";"2013-10-20T14:45:59.801000";"2022-11-21T11:03:44.169000";"chiffre,culture,frequentation,monuments";"False";"1";"1";"csv";"";"";"";"";"";"0.78";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"9147";"1062"
"536998eea3a729239d2050ca";"Liste des coordonnées GPS des monuments nationaux";"liste-des-coordonnees-gps-des-monuments-nationaux";"";"https://www.data.gouv.fr/datasets/liste-des-coordonnees-gps-des-monuments-nationaux";"Centre des monuments nationaux ";"534fff5ea3a7292c64a77d40";"";"";"Liste des coordonnées GPS des monuments nationaux";"";"annual";"Licence Ouverte / Open Licence";"";"";"other";"France";"False";"2013-10-20T14:09:26.297000";"2019-07-29T14:51:22.942000";"culture,monuments";"False";"2";"2";"ods,csv";"";"";"";"";"";"0.67";"1";"1";"4";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"3";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"13109";"2037"
"54297d0588ee380326a59163";"Production de films cinématographiques - données statistiques";"production-de-films-cinematographiques-donnees-statistiques";"";"https://www.data.gouv.fr/datasets/production-de-films-cinematographiques-donnees-statistiques";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"- films et devis - financements des chaines - financements des sofica - mandats de distribution en salles, en video et a l'etranger - financements des collectivites locales - aides a la production";"";"annual";"Licence Ouverte / Open Licence";"1980-01-01";"2013-12-31";"poi";"France";"False";"2014-09-29T17:38:45.415000";"2016-03-07T05:42:58.861000";"cinema,films,films-agrees,films-francais,films-francais-production,films-produits,films-sortis,production,statistiques";"False";"1";"1";"xlsx";"";"";"";"";"";"0.89";"1";"1";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"4592";"1047"
"5429829c88ee380327a59168";"distribution des films dans les salles de cinéma";"distribution-des-films-dans-les-salles-de-cinema";"";"https://www.data.gouv.fr/datasets/distribution-des-films-dans-les-salles-de-cinema";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"- Coûts de distribution - données statistiques - Distributeurs de films ";"";"annual";"Licence Ouverte / Open Licence";"1975-01-01";"2013-12-31";"poi";"France";"False";"2014-09-29T18:02:36.958000";"2016-02-03T08:33:50.029000";"cinema,distributeur-de-films,distribution,films,salles-cinema,statistiques";"False";"2";"2";"xlsx";"";"";"";"";"";"0.78";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"1";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"6095";"2082"
"542c11ce88ee386c42cb3929";"Public des films";"public-des-films";"";"https://www.data.gouv.fr/datasets/public-des-films";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"- selon la nationalité - selon le genre - selon le nombre d'établissements programmes en première semaine - selon le nombre d'entrées - selon la recommandation art et essai - selon le mode de projection ";"";"annual";"Licence Ouverte / Open Licence";"2005-01-01";"2013-12-31";"poi";"France";"False";"2014-10-01T16:38:06.760000";"2015-07-09T23:54:14.573000";"cinema,films,frequentation,public";"False";"1";"1";"xlsx";"";"";"";"";"";"0.89";"1";"1";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 1, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"7131";"3170"
"5433fbed88ee387368b698a1";"Pratiques cinématographiques";"pratiques-cinematographiques";"";"https://www.data.gouv.fr/datasets/pratiques-cinematographiques";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"- le trajet - choix du cinéma fréquenté - fréquentation - réservation des places - service cinéma - information sur les films - cinéma en relief - activités culturelles des spectateurs de cinéma - le public de la fête du cinéma - le public de l'été ";"";"annual";"Licence Ouverte / Open Licence";"2005-01-01";"2018-10-07";"poi";"France";"False";"2014-10-07T16:42:53.084000";"2019-03-22T10:25:03.497000";"cinema,fete-du-cinema,frequentation,public,reservation,spectateurs";"False";"1";"1";"xlsx";"";"";"";"";"";"0.78";"1";"1";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"3743";"939"
"543408d888ee38736ab698a1";"Profil du public des salles de cinema";"profil-du-public-des-salles-de-cinema";"";"https://www.data.gouv.fr/datasets/profil-du-public-des-salles-de-cinema";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Fréquentation cinéma selon âge, sexe, habitudes de fréquentation, catégorie professionnelle, zone d'habitat, etc.";"";"annual";"Licence Ouverte / Open Licence";"1980-01-01";"2013-12-31";"poi";"France";"False";"2014-10-07T17:38:00.046000";"2016-02-03T10:32:57.510000";"cinema,frequentation,public";"False";"1";"1";"xlsx";"";"";"";"";"";"0.78";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"5291";"2878"
"54340b8e88ee387368b698a2";"Public selon les catégories d'établissements cinématographiques";"public-selon-les-categories-detablissements-cinematographiques";"";"https://www.data.gouv.fr/datasets/public-selon-les-categories-detablissements-cinematographiques";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"- Public des établissements cinématographiques selon la zone d'implantation, la catégorie d'exploitation, le nombre d'écrans - Public des multiplexes selon leur localisation géographique - Public des établissements cinématographiques selon le classement art et essai ";"";"annual";"Licence Ouverte / Open Licence";"2011-01-01";"2013-12-31";"poi";"France";"False";"2014-10-07T17:49:34.607000";"2015-08-17T23:46:19.256000";"cinema,public,publics";"False";"1";"1";"xlsx";"";"";"";"";"";"0.78";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2340";"499"
"54340d0788ee38736ab698a2";"Public régional du cinéma";"public-regional-du-cinema";"";"https://www.data.gouv.fr/datasets/public-regional-du-cinema";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Répartition du public régional du cinéma selon le sexe, l’âge, la catégorie socio-professionnelle, selon les habitudes de fréquentation cinématographique.";"";"annual";"Licence Ouverte / Open Licence";"2005-01-01";"2013-12-31";"fr:region";"France";"False";"2014-10-07T17:55:51.010000";"2016-02-03T06:34:10.694000";"cinema,public,region";"False";"1";"1";"xlsx";"";"";"";"";"";"0.67";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"3480";"750"
"54340f3688ee387369b698a1";"Fréquentation des salles de cinéma";"frequentation-des-salles-de-cinema";"";"https://www.data.gouv.fr/datasets/frequentation-des-salles-de-cinema";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"- Fréquentation des salles de cinéma (entrées/année/mois/semaine/jour, séances, recettes) - Décomposition de la recette guichet - Résultats selon les caractéristiques de films de long métrage ";"";"annual";"Licence Ouverte / Open Licence";"1938-01-01";"2019-12-31";"poi";"France";"False";"2014-10-07T18:05:10.600000";"2023-08-28T14:35:18.412000";"cinema,frequentation,recette,salles-de-cinema";"False";"1";"1";"xlsx";"";"";"";"";"";"0.78";"0";"0";"2";"{'2024-08': 0, '2024-09': 0, '2024-10': 2, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"5";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"20735";"31351"
"5437e88988ee387cb58f5e85";"Films ayant réalisé plus d'un million d'entrées";"films-ayant-realise-plus-dun-million-dentrees";"";"https://www.data.gouv.fr/datasets/films-ayant-realise-plus-dun-million-dentrees";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Films ayant réalisé plus d'un million d'entrées";"";"annual";"Licence Ouverte / Open Licence";"2003-01-01";"2013-12-31";"poi";"France";"False";"2014-10-10T16:09:13.695000";"2015-07-24T23:46:46.651000";"cinema,frequentation";"False";"1";"1";"xlsx";"";"";"";"";"";"0.78";"0";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"50300";"162836"
"5437e96d88ee387cb28f5e7d";"Meilleurs succès du cinéma depuis 1945";"meilleurs-succes-du-cinema-depuis-1945";"";"https://www.data.gouv.fr/datasets/meilleurs-succes-du-cinema-depuis-1945";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Liste des 200 plus grands succès du cinéma depuis 1945 avec les entrées réalisées";"";"annual";"Licence Ouverte / Open Licence";"1945-01-01";"2013-12-31";"poi";"France";"False";"2014-10-10T16:13:01.111000";"2016-02-17T23:37:28.552000";"cinema,films,frequentation";"False";"1";"1";"xlsx";"";"";"";"";"";"0.78";"1";"1";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"6998";"6880"
"5437eb4e88ee387cb58f5e86";"Liste des établissements cinématographiques actifs";"liste-des-etablissements-cinematographiques-actifs-1";"";"https://www.data.gouv.fr/datasets/liste-des-etablissements-cinematographiques-actifs-1";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Liste des établissements cinématographiques actifs";"";"annual";"Licence Ouverte / Open Licence";"2003-01-01";"2017-12-31";"fr:commune";"France";"False";"2014-10-10T16:21:02.113000";"2023-08-28T13:50:10.152000";"art-et-essai,cinema,ecrans-cinema,fauteuils-cinema,salles-de-cinema";"False";"1";"1";"xlsx";"";"";"";"";"";"0.78";"4";"4";"9";"{'2024-08': 0, '2024-09': 0, '2024-10': 1, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 1, '2025-05': 2, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"4";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"30227";"17603"
"5437edb188ee387cb68f5e8a";"Parc cinématographique - données générales";"parc-cinematographique-donnees-generales";"";"https://www.data.gouv.fr/datasets/parc-cinematographique-donnees-generales";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Données générales sur le parc cinématographique, le nombre d'écrans et fauteuils, etc.";"";"annual";"Licence Ouverte / Open Licence";"1975-01-01";"2013-12-31";"poi";"France";"False";"2014-10-10T16:31:13.911000";"2015-12-09T06:35:57.542000";"cinema,ecrans-cinema,exploitant,fauteuils,salles-cinema";"False";"1";"1";"xlsx";"";"";"";"";"";"0.78";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2844";"465"
"54510dc1c751df1fdb5a81f3";"Géographie du cinéma : équipement et fréquentation ";"geographie-du-cinema-equipement-et-frequentation";"";"https://www.data.gouv.fr/datasets/geographie-du-cinema-equipement-et-frequentation";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Par région, département, commune et unité urbaine, données sur le secteur du cinéma sur les équipements et la fréquentation : établissements, écrans, fauteuils, multiplexes, séances, entrées, recettes. Etablissements art et essai, petite, moyenne et grande exploitation.";"";"annual";"Licence Ouverte / Open Licence";"2003-01-01";"2013-12-31";"fr:commune";"";"False";"2014-10-29T16:54:41.145000";"2017-09-25T17:39:10.413000";"art-et-essai,cinema,commune,culture,departement,ecrans,entrees,fauteuils,frequentation,recettes,region,salles-de-cinema";"False";"4";"4";"xlsx";"";"";"";"";"";"0.89";"1";"1";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"6725";"5682"
"54511377c751df28685a81f1";"Exportations des films cinématographiques";"exportations-des-films-cinematographiques";"";"https://www.data.gouv.fr/datasets/exportations-des-films-cinematographiques";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Recettes d'exportation selon la nationalité des films, Recettes d’exportation des films français selon l’ancienneté des films, Ventilation des recettes par zone géographique, Entrées et recettes des films français à l'étranger.";"";"annual";"Licence Ouverte / Open Licence";"2003-01-01";"2008-12-31";"poi";"";"False";"2014-10-29T17:19:03.852000";"2015-12-10T07:35:13.351000";"cinema,exportation,films";"False";"1";"1";"xlsx";"";"";"";"";"";"0.78";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2824";"561"
"545215a9c751df25e7edf3d6";"Audience de la télévision";"audience-de-la-television";"";"https://www.data.gouv.fr/datasets/audience-de-la-television";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Durée d'écoute quotidienne de la télévision,  Parts d'audience des chaînes de télévision,  Les 50 meilleures audiences de la télévision par genre";"";"annual";"Licence Ouverte / Open Licence";"";"";"poi";"France";"False";"2014-10-30T11:40:41.011000";"2016-08-04T15:24:15.636000";"audience,culture,ecoute,films,television";"False";"1";"1";"xlsx";"";"";"";"";"";"0.67";"0";"0";"7";"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 1, '2025-11': 0, '2025-12': 2, '2026-01': 2}";"0";"3";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 1, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"87221";"16970"
"547decfcc751df4105090fca";"Financement de la télévision";"financement-de-la-television";"";"https://www.data.gouv.fr/datasets/financement-de-la-television";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";".";"";"annual";"Licence Ouverte / Open Licence";"1998-01-01";"2012-12-30";"poi";"France";"False";"2014-12-02T17:46:52.519000";"2015-06-24T00:03:13.551000";"audiovisuel,cinema,culture,financement,redevance,television";"False";"1";"1";"xls";"";"";"";"";"";"0.67";"1";"1";"2";"{'2024-10': 0, '2024-11': 0, '2024-12': 1, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 1}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"3573";"633"
"547dee5cc751df51ff090fca";"Programmes audiovisuels (offre, consommation, coût de grille, investissements)";"programmes-audiovisuels-offre-consommation-cout-de-grille-investissements";"";"https://www.data.gouv.fr/datasets/programmes-audiovisuels-offre-consommation-cout-de-grille-investissements";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";".";"";"annual";"Licence Ouverte / Open Licence";"1998-01-01";"2011-12-31";"poi";"France";"False";"2014-12-02T17:52:44.344000";"2015-08-17T23:46:21.192000";"chaines,cinema,investissements,programmes-audiovisuels,television";"False";"1";"1";"xls";"";"";"";"";"";"0.67";"0";"0";"3";"{'2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 1, '2025-11': 0, '2025-12': 1}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"3019";"796"
"547eedf1c751df5197048e8b";"Exportation de programmes  audiovisuels";"exportation-de-programmes-audiovisuels";"";"https://www.data.gouv.fr/datasets/exportation-de-programmes-audiovisuels";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Ventes de programmes audiovisuels";"";"annual";"Licence Ouverte / Open Licence";"1991-01-01";"2012-12-31";"poi";"";"False";"2014-12-03T12:03:13.186000";"2016-02-08T23:37:13.735000";"audiovisuel,cinema,culture,exportation,programmes,ventes";"False";"1";"1";"xls";"";"";"";"";"";"0.67";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2432";"414"
"54817bdec751df6e6252aa9a";"Dépenses des ménages en programmes audiovisuels";"depenses-des-menages-en-programmes-audiovisuels";"";"https://www.data.gouv.fr/datasets/depenses-des-menages-en-programmes-audiovisuels";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Dépenses des ménages en programmes audiovisuels";"";"annual";"Licence Ouverte / Open Licence";"1980-01-01";"2012-12-31";"poi";"";"False";"2014-12-05T10:33:18.214000";"2015-08-17T23:46:21.400000";"audiovisuel,cinema,depenses,menages";"False";"1";"1";"xls";"";"";"";"";"";"0.78";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2976";"861"
"548185d9c751df7dea52aa9a";"Films à la télévision ";"films-a-la-television";"";"https://www.data.gouv.fr/datasets/films-a-la-television";"Centre national du cinéma et de l'image animée";"534fff5fa3a7292c64a77d49";"";"";"Données statistiques";"";"annual";"Licence Ouverte / Open Licence";"1990-01-01";"2013-12-31";"poi";"";"False";"2014-12-05T11:15:53.806000";"2015-11-18T11:32:27.702000";"cinema,culture,films,statistiques,television";"False";"1";"1";"xls";"";"";"";"";"";"0.78";"1";"1";"5";"{'2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 1, '2025-11': 0, '2025-12': 3}";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"4177";"1581"
